法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
全国人民代表大会常务委员会关于《中华人民共和国香港特别行政区基本法》第一百零四条的解释,法律法规,2016年11月7日,有效,,,,一,,,"《中华人民共和国香港特别行政区基本法》第一百零四条规定的“拥护中华人民共和国香港特别行政区基本法，效忠中华人民共和国香港特别行政区”，既是该条规定的宣誓必须包含的法定内容，也是参选或者出任该条所列公职的法定要求和条件。
　　"
全国人民代表大会常务委员会关于《中华人民共和国香港特别行政区基本法》第一百零四条的解释,法律法规,2016年11月7日,有效,,,,二,,,"《中华人民共和国香港特别行政区基本法》第一百零四条规定相关公职人员“就职时必须依法宣誓”，具有以下含义：
　　（一）宣誓是该条所列公职人员就职的法定条件和必经程序。未进行合法有效宣誓或者拒绝宣誓，不得就任相应公职，不得行使相应职权和享受相应待遇。
　　（二）宣誓必须符合法定的形式和内容要求。宣誓人必须真诚、庄重地进行宣誓，必须准确、完整、庄重地宣读包括“拥护中华人民共和国香港特别行政区基本法，效忠中华人民共和国香港特别行政区”内容的法定誓言。
　　（三）宣誓人拒绝宣誓，即丧失就任该条所列相应公职的资格。宣誓人故意宣读与法定誓言不一致的誓言或者以任何不真诚、不庄重的方式宣誓，也属于拒绝宣誓，所作宣誓无效，宣誓人即丧失就任该条所列相应公职的资格。
　　（四）宣誓必须在法律规定的监誓人面前进行。监誓人负有确保宣誓合法进行的责任，对符合本解释和香港特别行政区法律规定的宣誓，应确定为有效宣誓；对不符合本解释和香港特别行政区法律规定的宣誓，应确定为无效宣誓，并不得重新安排宣誓。
　　"
全国人民代表大会常务委员会关于《中华人民共和国香港特别行政区基本法》第一百零四条的解释,法律法规,2016年11月7日,有效,,,,三,,,"《中华人民共和国香港特别行政区基本法》第一百零四条所规定的宣誓，是该条所列公职人员对中华人民共和国及其香港特别行政区作出的法律承诺，具有法律约束力。宣誓人必须真诚信奉并严格遵守法定誓言。宣誓人作虚假宣誓或者在宣誓之后从事违反誓言行为的，依法承担法律责任。
　　现予公告。"
