法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
最高人民法院关于个人独资企业清算是否可以参照适用企业破产法规定的破产清算程序的批复,司法解释,2012年12月18日,有效,,,,,,,"贵州省高级人民法院：
你院《关于个人独资企业清算是否可以参照适用破产清算程序的请示》（〔2012〕黔高研请字第2号）收悉。经研究，批复如下：
根据《中华人民共和国企业破产法》"
最高人民法院关于个人独资企业清算是否可以参照适用企业破产法规定的破产清算程序的批复,司法解释,2012年12月18日,有效,,,,,,,"贵州省高级人民法院：
你院《关于个人独资企业清算是否可以参照适用破产清算程序的请示》（〔2012〕黔高研请字第2号）收悉。经研究，批复如下：
根据《中华人民共和国企业破产法》第一百三十五条的规定，在个人独资企业不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力的情况下，可以参照适用企业破产法规定的破产清算程序进行清算。
根据《中华人民共和国个人独资企业法》第三十一条的规定，人民法院参照适用破产清算程序裁定终结个人独资企业的清算程序后，个人独资企业的债权人仍然可以就其未获清偿的部分向投资人主张权利。"
