法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
最高人民检察院关于对林业主管部门工作人员在发放林木采伐许可证之外滥用职权玩忽职守致使森林遭受严重破坏的行为适用法律问题的批复,司法解释,2007年5月14日,有效,,,,,,,"高检发释字〔2007〕1号

福建省人民检察院：
你院《关于林业主管部门工作人员滥用职权、玩忽职守造成森林资源损毁立案标准问题的请示》（闽检〔2007〕14号）收悉。经研究，批复如下：
林业主管部门工作人员违法发放林木采伐许可证，致使森林遭受严重破坏的，依照刑法第四百零七条的规定，以违法发放林木采伐许可证罪追究刑事责任；以其他方式滥用职权或者玩忽职守，致使森林遭受严重破坏的，依照刑法第三百九十七条的规定，以滥用职权罪或者玩忽职守罪追究刑事责任，立案标准依照《最高人民检察院关于渎职侵权犯罪案件立案标准的规定》"
最高人民检察院关于对林业主管部门工作人员在发放林木采伐许可证之外滥用职权玩忽职守致使森林遭受严重破坏的行为适用法律问题的批复,司法解释,2007年5月14日,有效,,,,,,,"高检发释字〔2007〕1号

福建省人民检察院：
你院《关于林业主管部门工作人员滥用职权、玩忽职守造成森林资源损毁立案标准问题的请示》（闽检〔2007〕14号）收悉。经研究，批复如下：
林业主管部门工作人员违法发放林木采伐许可证，致使森林遭受严重破坏的，依照刑法第四百零七条的规定，以违法发放林木采伐许可证罪追究刑事责任；以其他方式滥用职权或者玩忽职守，致使森林遭受严重破坏的，依照刑法第三百九十七条的规定，以滥用职权罪或者玩忽职守罪追究刑事责任，立案标准依照《最高人民检察院关于渎职侵权犯罪案件立案标准的规定》第一部分渎职犯罪案件第十八条第三款的规定执行。
此复。


最高人民检察院    
2007年5月16日"
