法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
最高人民检察院关于新疆生产建设兵团人民检察院对新疆维吾尔自治区高级人民法院生产建设兵团分院审理的案件实施法律监督有关问题的批复,司法解释,2006年6月7日,有效,,,,,,,"高检发释字〔2006〕1号

新疆生产建设兵团人民检察院：
你院新兵检发〔2005〕23号《新疆生产建设兵团人民检察院关于对新疆维吾尔自治区高级人民法院生产建设兵团分院审理的案件实施法律监督有关问题的请示》收悉。经研究，现批复如下：
新疆生产建设兵团人民检察院认为新疆维吾尔自治区高级人民法院生产建设兵团分院刑事"
最高人民检察院关于新疆生产建设兵团人民检察院对新疆维吾尔自治区高级人民法院生产建设兵团分院审理的案件实施法律监督有关问题的批复,司法解释,2006年6月7日,有效,,,,,,,"高检发释字〔2006〕1号

新疆生产建设兵团人民检察院：
你院新兵检发〔2005〕23号《新疆生产建设兵团人民检察院关于对新疆维吾尔自治区高级人民法院生产建设兵团分院审理的案件实施法律监督有关问题的请示》收悉。经研究，现批复如下：
新疆生产建设兵团人民检察院认为新疆维吾尔自治区高级人民法院生产建设兵团分院刑事第一审的判决、裁定确有错误的时候，新疆生产建设兵团人民检察院如果发现新疆维吾尔自治区高级人民法院生产建设兵团分院已经发生法律效力的判决和裁定确有错误，可以向最高人民检察院提请抗诉。
此复。


最高人民检察院    
2006年6月14日"
