法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
最高人民检察院关于将公务用枪用作借债质押的行为如何适用法律问题的批复,司法解释,1998年10月30日,有效,,,,,,,"高检发释字〔1998〕4号

重庆市人民检察院：
你院渝检（研）〔1998〕8号《关于将公务用枪用作借债抵押的行为是否构成犯罪及适用法律的请示》收悉。经研究，批复如下：
依法配备公务用枪的人员，违反法律规定，将公务用枪用作借债质押物，使枪支处于非依法持枪人的控制、使用之下，严重危害公共安全，是刑法"
最高人民检察院关于将公务用枪用作借债质押的行为如何适用法律问题的批复,司法解释,1998年10月30日,有效,,,,,,,"高检发释字〔1998〕4号

重庆市人民检察院：
你院渝检（研）〔1998〕8号《关于将公务用枪用作借债抵押的行为是否构成犯罪及适用法律的请示》收悉。经研究，批复如下：
依法配备公务用枪的人员，违反法律规定，将公务用枪用作借债质押物，使枪支处于非依法持枪人的控制、使用之下，严重危害公共安全，是刑法第一百二十八条第二款所规定的非法出借枪支行为的一种形式，应以非法出借枪支罪追究刑事责任；对接受枪支质押的人员，构成犯罪的，根据刑法第一百二十八条第一款的规定，应以非法持有枪支罪追究其刑事责任。


最高人民检察院    
1998年11月3日"
