法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
最高人民检察院关于地质工程勘测院和其他履行勘测职责的单位及其工作人员能否成为刑法第二百二十九条规定的有关犯罪主体的批复,司法解释,2015年8月19日,有效,,,,,,,"高检发释字〔2015〕4号

重庆市人民检察院：
你院渝检（研）〔2015〕8号《关于地质工程勘测院能否成为刑法第二百二十九条的有关犯罪主体的请示》收悉。经研究，批复如下：
地质工程勘测院和其他履行勘测职责的单位及其工作人员在履行勘察、勘查、测绘职责过程中，故意提供虚假工程地质勘察报告等证明文件，情节严重的，依照刑法第二百二十九条"
最高人民检察院关于地质工程勘测院和其他履行勘测职责的单位及其工作人员能否成为刑法第二百二十九条规定的有关犯罪主体的批复,司法解释,2015年8月19日,有效,,,,,,,"高检发释字〔2015〕4号

重庆市人民检察院：
你院渝检（研）〔2015〕8号《关于地质工程勘测院能否成为刑法第二百二十九条的有关犯罪主体的请示》收悉。经研究，批复如下：
地质工程勘测院和其他履行勘测职责的单位及其工作人员在履行勘察、勘查、测绘职责过程中，故意提供虚假工程地质勘察报告等证明文件，情节严重的，依照刑法第二百二十九条第一款和第二百三十一条的规定，以提供虚假证明文件罪追究刑事责任；地质工程勘测院和其他履行勘测职责的单位及其工作人员在履行勘察、勘查、测绘职责过程中，严重不负责任，出具的工程地质勘察报告等证明文件有重大失实，造成严重后果的，依照刑法第二百二十九条第三款和第二百三十一条的规定，以出具证明文件重大失实罪追究刑事责任。
此复


最高人民检察院    
2015年10月27日"
