法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
最高人民法院关于人民法院发现本院作出的诉前保全裁定和在执行程序中作出的裁定确有错误以及人民检察院对人民法院作出的诉前保全裁定提出抗诉人民法院应当如何处理的批复,司法解释,1998年8月5日,有效,,,,,,,"山东省高级人民法院：
你院鲁高法函〔1998〕57号《关于人民法院在执行程序中作出的裁定如发现确有错误应按何种程序纠正的请示》和鲁高法函〔1998〕58号《关于人民法院发现本院作出的诉前保全裁定确有错误或者人民检察院对人民法院作出的诉前保全提出抗诉人民法院应如何处理的请示》收悉。经研究，答复如下："
最高人民法院关于人民法院发现本院作出的诉前保全裁定和在执行程序中作出的裁定确有错误以及人民检察院对人民法院作出的诉前保全裁定提出抗诉人民法院应当如何处理的批复,司法解释,1998年8月5日,有效,,,,一,,,"人民法院院长对本院已经发生法律效力的诉前保全裁定和在执行程序中作出的裁定，发现确有错误，认为需要撤销的，应当提交审判委员会讨论决定后，裁定撤销原裁定。
"
最高人民法院关于人民法院发现本院作出的诉前保全裁定和在执行程序中作出的裁定确有错误以及人民检察院对人民法院作出的诉前保全裁定提出抗诉人民法院应当如何处理的批复,司法解释,1998年8月5日,有效,,,,二,,,"人民检察院对人民法院作出的诉前保全裁定提出抗诉，没有法律依据，人民法院应当通知其不予受理。
此复。"
