法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
最高人民法院关于当事人对仲裁协议的效力提出异议由哪一级人民法院管辖问题的批复,司法解释,2000年8月12日,已废止,,,,,,,"山东省高级人民法院：
你院鲁高法〔1998〕144号《关于当事人对仲裁协议的效力有异议应该向何人民法院请求作出裁定以及人民法院如何作出裁定的请示》收悉。经研究，答复如下：
关于请示的"
最高人民法院关于当事人对仲裁协议的效力提出异议由哪一级人民法院管辖问题的批复,司法解释,2000年8月12日,已废止,,,,,,,"山东省高级人民法院：
你院鲁高法〔1998〕144号《关于当事人对仲裁协议的效力有异议应该向何人民法院请求作出裁定以及人民法院如何作出裁定的请示》收悉。经研究，答复如下：
关于请示的第一个问题，当事人协议选择国内仲裁机构仲裁后，一方对仲裁协议的效力有异议请求人民法院作出裁定的，由该仲裁委员会所在地的中级人民法院管辖。当事人对仲裁委员会没有约定或者约定不明的，由被告所在地的中级人民法院管辖。
关于请示的第二个问题，我院法释〔1998〕27号批复已有明确规定，在此不再答复。
此复。"
