法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
全国人民代表大会常务委员会关于批准《内地与香港特别行政区关于在广深港高铁西九龙站设立口岸实施“一地两检”的合作安排》的决定,法律法规,2017年12月27日,空,,,,一,,,"批准2017年11月18日广东省人民政府与香港特别行政区政府签署的《合作安排》，并确认《合作安排》符合宪法和香港特别行政区基本法。
香港特别行政区应当立法保障《合作安排》得以落实。
"
全国人民代表大会常务委员会关于批准《内地与香港特别行政区关于在广深港高铁西九龙站设立口岸实施“一地两检”的合作安排》的决定,法律法规,2017年12月27日,空,,,,二,,,"西九龙站内地口岸区的设立及具体范围，由国务院批准。
西九龙站内地口岸区自启用之日起，由内地依照内地法律和《合作安排》实施管辖，并派驻出入境边防检查机关、海关、检验检疫机构、口岸综合管理机构和铁路公安机关依法履行职责，上述机构及其人员不在西九龙站内地口岸区以外区域执法。
"
全国人民代表大会常务委员会关于批准《内地与香港特别行政区关于在广深港高铁西九龙站设立口岸实施“一地两检”的合作安排》的决定,法律法规,2017年12月27日,空,,,,三,,,西九龙站口岸启用后，对《合作安排》如有修改，由国务院批准，并报全国人民代表大会常务委员会备案。
