法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
全国人民代表大会常务委员会关于授权澳门特别行政区对横琴口岸澳方口岸区及相关延伸区实施管辖的决定,法律法规,2019年10月26日,空,,,,一,,,"授权澳门特别行政区自横琴口岸澳方口岸区及相关延伸区启用之日起，在本决定第三条规定的期限内对该区域依照澳门特别行政区法律实施管辖。
"
全国人民代表大会常务委员会关于授权澳门特别行政区对横琴口岸澳方口岸区及相关延伸区实施管辖的决定,法律法规,2019年10月26日,空,,,,二,,,"授权澳门特别行政区实施管辖的区域包括横琴口岸澳方口岸区，莲花大桥和澳门大学连接横琴口岸通道桥相关部分（桥墩除外），以及澳门轻轨延伸至横琴口岸的预留空间，该预留空间用于建设行车隧道、站台以及连接站台和澳门特别行政区管辖区域的封闭通道等轻轨设施。上述区域根据实际情况分阶段启用。有关区域具体启用日期，以及具体坐标和面积，由国务院确定。在本决定第三条规定的期限内不得变更上述区域的用途。
"
全国人民代表大会常务委员会关于授权澳门特别行政区对横琴口岸澳方口岸区及相关延伸区实施管辖的决定,法律法规,2019年10月26日,空,,,,三,,,澳门特别行政区政府以租赁方式取得横琴口岸澳方口岸区及相关延伸区的使用权，租赁期限自有关区域启用之日起至2049年12月19日止。租赁期限届满，经全国人民代表大会常务委员会决定，可以续期。
