法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
全国人民代表大会常务委员会关于香港特别行政区2012年行政长官和立法会产生办法及有关普选问题的决定,法律法规,2007年12月29日,空,,,,一,,,"2012年香港特别行政区第四任行政长官的选举，不实行由普选产生的办法。2012年香港特别行政区第五届立法会的选举，不实行全部议员由普选产生的办法，功能团体和分区直选产生的议员各占半数的比例维持不变，立法会对法案、议案的表决程序维持不变。在此前提下，2012年香港特别行政区第四任行政长官的具体产生办法和2012年香港特别行政区第五届立法会的具体产生办法，可按照《中华人民共和国香港特别行政区基本法》第四十五条、第六十八条的规定和附件一第七条、附件二第三条的规定作出符合循序渐进原则的适当修改。
"
全国人民代表大会常务委员会关于香港特别行政区2012年行政长官和立法会产生办法及有关普选问题的决定,法律法规,2007年12月29日,空,,,,二,,,"在香港特别行政区行政长官实行普选前的适当时候，行政长官须按照香港基本法的有关规定和《全国人民代表大会常务委员会关于〈中华人民共和国香港特别行政区基本法〉附件一第七条和附件二第三条的解释》，就行政长官产生办法的修改问题向全国人民代表大会常务委员会提出报告，由全国人民代表大会常务委员会确定。修改行政长官产生办法的法案及其修正案，应由香港特别行政区政府向立法会提出，经立法会全体议员三分之二多数通过，行政长官同意，报全国人民代表大会常务委员会批准。
"
全国人民代表大会常务委员会关于香港特别行政区2012年行政长官和立法会产生办法及有关普选问题的决定,法律法规,2007年12月29日,空,,,,三,,,"在香港特别行政区立法会全部议员实行普选前的适当时候，行政长官须按照香港基本法的有关规定和《全国人民代表大会常务委员会关于〈中华人民共和国香港特别行政区基本法〉附件一第七条和附件二第三条的解释》，就立法会产生办法的修改问题以及立法会表决程序是否相应作出修改的问题向全国人民代表大会常务委员会提出报告，由全国人民代表大会常务委员会确定。修改立法会产生办法和立法会法案、议案表决程序的法案及其修正案，应由香港特别行政区政府向立法会提出，经立法会全体议员三分之二多数通过，行政长官同意，报全国人民代表大会常务委员会备案。
"
全国人民代表大会常务委员会关于香港特别行政区2012年行政长官和立法会产生办法及有关普选问题的决定,法律法规,2007年12月29日,空,,,,四,,,"香港特别行政区行政长官的产生办法、立法会的产生办法和法案、议案表决程序如果未能依照法定程序作出修改，行政长官的产生办法继续适用上一任行政长官的产生办法，立法会的产生办法和法案、议案表决程序继续适用上一届立法会的产生办法和法案、议案表决程序。
会议认为，根据香港基本法第四十五条的规定，在香港特别行政区行政长官实行普选产生的办法时，须组成一个有广泛代表性的提名委员会。提名委员会可参照香港基本法附件一有关选举委员会的现行规定组成。提名委员会须按照民主程序提名产生若干名行政长官候选人，由香港特别行政区全体合资格选民普选产生行政长官人选，报中央人民政府任命。
会议认为，经过香港特别行政区政府和香港市民的共同努力，香港特别行政区的民主制度一定能够不断向前发展，并按照香港基本法和本决定的规定，实现行政长官和立法会全部议员由普选产生的目标。"
