法律名称,法律性质,发布时间,时效性,编,章,节,条,款,项,内容
全国人民代表大会常务委员会关于授权澳门特别行政区对设在横琴岛的澳门大学新校区实施管辖的决定,法律法规,2009年6月27日,空,,,,一,,,"授权澳门特别行政区自横琴岛澳门大学新校区启用之日起，在本决定第三条规定的期限内对该校区依照澳门特别行政区法律实施管辖。
横琴岛澳门大学新校区与横琴岛的其他区域隔开管理，具体方式由国务院规定。
"
全国人民代表大会常务委员会关于授权澳门特别行政区对设在横琴岛的澳门大学新校区实施管辖的决定,法律法规,2009年6月27日,空,,,,二,,,"横琴岛澳门大学新校区位于广东省珠海市横琴口岸南侧，横琴岛环岛东路和十字门水道西岸之间，用地面积为1．0926平方千米。具体界址由国务院确定。
在本决定第三条规定的期限内不得变更该校区土地的用途。
"
全国人民代表大会常务委员会关于授权澳门特别行政区对设在横琴岛的澳门大学新校区实施管辖的决定,法律法规,2009年6月27日,空,,,,三,,,澳门特别行政区政府以租赁方式取得横琴岛澳门大学新校区的土地使用权，租赁期限自该校区启用之日起至2049年12月19日止。租赁期限届满，经全国人民代表大会常务委员会决定，可以续期。
